etsy_source_row,etsy_listing_key,etsy_sku_index,etsy_sku,etsy_sku_status,title,price,currency_code,quantity,variation_1_name,variation_1_values,variation_2_name,variation_2_values,match_status,printify_product_id,printify_title,printify_variant_id,printify_sku,printify_variant_title,printify_price,printify_cost,print_provider_id,estimated_gross_margin
8,29dbe33a8e7f6ece,34,31558827490128143226,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",73208,31558827490128143226,Black / XL,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,35,15931034516028074835,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",148333,15931034516028074835,Neon Pink / L,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,36,57058746466220615949,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",73205,57058746466220615949,Navy / L,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,37,15096839727452724830,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",73204,15096839727452724830,Black / L,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,38,26160652880768273695,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",148332,26160652880768273695,Neon Pink / M,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,39,14124902209845759453,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",73201,14124902209845759453,Navy / M,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,40,28138458979613008003,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",73200,28138458979613008003,Black / M,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,41,25302827068122897136,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",148331,25302827068122897136,Neon Pink / S,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,42,87091520513897432645,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",73197,87091520513897432645,Navy / S,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,43,18935496567044382923,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52b3c3077ae7c8ce0b57a2,"Lowkey Evil Capybara Halloween Shirt, Funny Ghost Capybara Tee, Cute Spooky Season Graphic T Shirt, Animal Lover Fall Shirt",73196,18935496567044382923,Black / S,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,44,71895843369856320532,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",148337,71895843369856320532,Neon Pink / 4XL,2399,2098,29,-2074.01
8,29dbe33a8e7f6ece,45,10628826596630256474,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",101460,10628826596630256474,Navy / 4XL,2399,2098,29,-2074.01
8,29dbe33a8e7f6ece,46,51627066769722734108,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",101423,51627066769722734108,Black / 4XL,2399,2098,29,-2074.01
8,29dbe33a8e7f6ece,47,16670045237860013232,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",148336,16670045237860013232,Neon Pink / 3XL,2599,1611,29,-1587.01
8,29dbe33a8e7f6ece,48,46432942667452834157,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",79152,46432942667452834157,Navy / 3XL,2599,1611,29,-1587.01
8,29dbe33a8e7f6ece,49,16126966717857946204,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",79114,16126966717857946204,Black / 3XL,2599,1611,29,-1587.01
8,29dbe33a8e7f6ece,50,20639513543347414924,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",148335,20639513543347414924,Neon Pink / 2XL,2499,1400,29,-1376.01
8,29dbe33a8e7f6ece,51,39192570929415930377,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73213,39192570929415930377,Navy / 2XL,2499,1400,29,-1376.01
8,29dbe33a8e7f6ece,52,23618179799308209405,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73212,23618179799308209405,Black / 2XL,2499,1400,29,-1376.01
8,29dbe33a8e7f6ece,53,96002080870006493048,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",148334,96002080870006493048,Neon Pink / XL,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,54,17614765422587024583,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73209,17614765422587024583,Navy / XL,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,55,12784149103471539334,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73208,12784149103471539334,Black / XL,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,56,15998456040970459179,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",148333,15998456040970459179,Neon Pink / L,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,57,32280565466517828625,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73205,32280565466517828625,Navy / L,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,58,28224390191135501796,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73204,28224390191135501796,Black / L,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,59,25641593840107579174,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",148332,25641593840107579174,Neon Pink / M,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,60,21670490913571904369,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73201,21670490913571904369,Navy / M,2399,1279,29,-1255.01
8,29dbe33a8e7f6ece,61,89757854515129376901,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52be15e8bd35c90e0c7123,"Capybara Halloween Shirt, In Search of Candy Witch Tee, Cute Trick or Treat Graphic T Shirt, Funny Fall Animal Shirt, Halloween Gift",73200,89757854515129376901,Black / M,2399,1279,29,-1255.01
