etsy_source_row,etsy_listing_key,etsy_sku_index,etsy_sku,etsy_sku_status,title,price,currency_code,quantity,variation_1_name,variation_1_values,variation_2_name,variation_2_values,match_status,printify_product_id,printify_title,printify_variant_id,printify_sku,printify_variant_title,printify_price,printify_cost,print_provider_id,estimated_gross_margin
2,a9fccfb50b9e5c6f,1,PMK908,PRESENT,"Personalized Thanksgiving Table Runner, Custom Fall Table Decor, Autumn Pumpkin Runner for Thanksgiving Dinner, Optional Matching Napkins",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
2,a9fccfb50b9e5c6f,2,PMK90,PRESENT,"Personalized Thanksgiving Table Runner, Custom Fall Table Decor, Autumn Pumpkin Runner for Thanksgiving Dinner, Optional Matching Napkins",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
2,a9fccfb50b9e5c6f,3,PMK72,PRESENT,"Personalized Thanksgiving Table Runner, Custom Fall Table Decor, Autumn Pumpkin Runner for Thanksgiving Dinner, Optional Matching Napkins",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
2,a9fccfb50b9e5c6f,4,PMK904,PRESENT,"Personalized Thanksgiving Table Runner, Custom Fall Table Decor, Autumn Pumpkin Runner for Thanksgiving Dinner, Optional Matching Napkins",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
2,a9fccfb50b9e5c6f,5,PMK728,PRESENT,"Personalized Thanksgiving Table Runner, Custom Fall Table Decor, Autumn Pumpkin Runner for Thanksgiving Dinner, Optional Matching Napkins",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
2,a9fccfb50b9e5c6f,6,PMK724,PRESENT,"Personalized Thanksgiving Table Runner, Custom Fall Table Decor, Autumn Pumpkin Runner for Thanksgiving Dinner, Optional Matching Napkins",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
3,20804d138902d450,1,90HWRnr4N,PRESENT,"Personalized Spooky Pumpkin Halloween Table Runner, Custom Fall Dining Decor",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
3,20804d138902d450,2,90HWRunner,PRESENT,"Personalized Spooky Pumpkin Halloween Table Runner, Custom Fall Dining Decor",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
3,20804d138902d450,3,90HWRnr8N,PRESENT,"Personalized Spooky Pumpkin Halloween Table Runner, Custom Fall Dining Decor",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
3,20804d138902d450,4,72HWRnr8N,PRESENT,"Personalized Spooky Pumpkin Halloween Table Runner, Custom Fall Dining Decor",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
3,20804d138902d450,5,72HWRnr4N,PRESENT,"Personalized Spooky Pumpkin Halloween Table Runner, Custom Fall Dining Decor",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
3,20804d138902d450,6,72HWRunner,PRESENT,"Personalized Spooky Pumpkin Halloween Table Runner, Custom Fall Dining Decor",42.99,USD,3,Size/Optional Napkins,"72&quot; Runner Only,72&quot; Rnr + 4 Napkins,72&quot; Rnr + 8 Napkins,90&quot; Runner Only,90&quot; Rnr + 4 Napkins,90&quot; Rnr + 8 Napkins",,,NO_PRINTIFY_MATCH,,,,,,,,,
4,77f0cb0eef191ea9,1,31427088945178490480,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,244032,31427088945178490480,"16″ x 20″ (Vertical) / Natural / 1.25""",7999,5499,105,-5449.01
4,77f0cb0eef191ea9,2,29566577072016883873,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,107255,29566577072016883873,"16″ x 20″ (Vertical) / White / 1.25""",7999,5499,105,-5449.01
4,77f0cb0eef191ea9,3,16640543556101925586,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,111824,16640543556101925586,"8″ x 10″ (Vertical) / White / 1.25""",4999,2815,105,-2765.01
4,77f0cb0eef191ea9,4,14377237005215019671,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,244040,14377237005215019671,"24"" x 30"" (Vertical) / Natural / 1.25""",13599,10275,105,-10225.01
4,77f0cb0eef191ea9,5,12257909723923591869,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,107279,12257909723923591869,"24"" x 30"" (Vertical) / White / 1.25""",13599,10275,105,-10225.01
4,77f0cb0eef191ea9,6,26983556704258408969,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,107278,26983556704258408969,"24"" x 30"" (Vertical) / Espresso / 1.25""",13599,10275,105,-10225.01
4,77f0cb0eef191ea9,7,29552438975347757846,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,107277,29552438975347757846,"24"" x 30"" (Vertical) / Black / 1.25""",13599,10275,105,-10225.01
4,77f0cb0eef191ea9,8,22596100835075256265,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,107254,22596100835075256265,"16″ x 20″ (Vertical) / Espresso / 1.25""",7999,5499,105,-5449.01
4,77f0cb0eef191ea9,9,83153191236992230361,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,88293,83153191236992230361,"16″ x 20″ (Vertical) / Black / 1.25""",7999,5499,105,-5449.01
4,77f0cb0eef191ea9,10,69309366169391430770,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,244025,69309366169391430770,"8″ x 10″ (Vertical) / Natural / 1.25""",4999,2815,105,-2765.01
4,77f0cb0eef191ea9,11,93164764776847261212,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,111822,93164764776847261212,"8″ x 10″ (Vertical) / Espresso / 1.25""",4999,2815,105,-2765.01
4,77f0cb0eef191ea9,12,18744897104934420636,PRESENT,Personalized Framed Royal Pet Portrait on Gallery Wrapped Canvas,49.99,USD,2,Art &amp; wall decor sizes,"8″ x 10″ (Vertical),16″ x 20″ (Vertical),24&quot; x 30&quot; (Vertical)",Canvas frames colors,"Black,Espresso,White,Natural",MATCHED,6a1e021a167867b9bf007fca,Personalized Framed Royal Pet Potrait on Gallery Wrapped Canvas,111821,18744897104934420636,"8″ x 10″ (Vertical) / Black / 1.25""",4999,2815,105,-2765.01
5,9f4c678b63d247ae,1,44728218715463351416,PRESENT,"Capybara Tote, Embrace Chaos Art Parody Shopping Bag, Cotton Canvas Tote",19.99,USD,3,,,,,MATCHED,6a4ad8493efcaaa4120657b1,"Capybara Tote Bag, Embrace Chaos Canvas Tote, Funny Art Parody Shopping Bag, Reusable Cotton Tote, Gift for Art Lovers",103598,44728218715463351416,"Black / 15"" x 16""",1999,1032,29,-1012.01
6,eabc78ea63e61a94,1,12184680406193763344,PRESENT,"Raccoon Opossum Tote Bag, Funny Caffeine Denial Design, Holiday Canvas Gift Bag",19.99,USD,3,,,,,MATCHED,6a4d54b0f81c32f26d0f672d,"Funny Christmas Tote Bag, Surviving on Caffeine and Denial Canvas Tote, Raccoon and Opossum Shopping Bag, Reusable Holiday Gift",103598,12184680406193763344,"Black / 15"" x 16""",1999,1032,29,-1012.01
7,29dbe33a8e7f6ece,1,11400257319197384983,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",148337,11400257319197384983,Neon Pink / 4XL,2399,2098,29,-2074.01
7,29dbe33a8e7f6ece,2,unavailable_sku,UNAVAILABLE,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",UNAVAILABLE_ETSY_SKU,,,,,,,,,
7,29dbe33a8e7f6ece,3,30894639449092814644,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",101460,30894639449092814644,Navy / 4XL,2399,2098,29,-2074.01
7,29dbe33a8e7f6ece,4,16639458974875547083,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",101423,16639458974875547083,Black / 4XL,2399,2098,29,-2074.01
7,29dbe33a8e7f6ece,5,19106723167441915587,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",148336,19106723167441915587,Neon Pink / 3XL,2599,1611,29,-1587.01
7,29dbe33a8e7f6ece,6,10166069877383907429,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",79152,10166069877383907429,Navy / 3XL,2599,1611,29,-1587.01
7,29dbe33a8e7f6ece,7,16792937316417502128,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",79114,16792937316417502128,Black / 3XL,2599,1611,29,-1587.01
7,29dbe33a8e7f6ece,8,36700505431978003022,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",148335,36700505431978003022,Neon Pink / 2XL,2499,1400,29,-1376.01
7,29dbe33a8e7f6ece,9,69630863494362255135,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",73213,69630863494362255135,Navy / 2XL,2499,1400,29,-1376.01
7,29dbe33a8e7f6ece,10,23412099129000725904,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",73212,23412099129000725904,Black / 2XL,2499,1400,29,-1376.01
7,29dbe33a8e7f6ece,11,10288165077614742192,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",148334,10288165077614742192,Neon Pink / XL,2399,1279,29,-1255.01
7,29dbe33a8e7f6ece,12,14718176567219241799,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",73209,14718176567219241799,Navy / XL,2399,1279,29,-1255.01
7,29dbe33a8e7f6ece,13,29061805897892280490,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",73208,29061805897892280490,Black / XL,2399,1279,29,-1255.01
7,29dbe33a8e7f6ece,14,20450750116000588248,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",148333,20450750116000588248,Neon Pink / L,2399,1279,29,-1255.01
7,29dbe33a8e7f6ece,15,29171886409931234808,PRESENT,"Capybara Halloween Shirt, Funny Ghost Witch Pumpkin Tee, Spooky Season Comfort Colors Shirt",23.99,USD,3,Size,"Vampire / S,Vampire / M,Vampire / L,Vampire / XL,Vampire / 2XL,Vampire / 3XL,Vampire / 4XL,Witch / S,Witch / M,Witch / L,Witch / XL,Witch / 2XL,Witch / 3XL,Witch / 4XL,Ghost / S,Ghost / M,Ghost / L,Ghost / XL,Ghost / 2XL,Ghost / 3XL,Ghost / 4XL,Pumpkin / S,Pumpkin / M,Pumpkin / L,Pumpkin / XL,Pumpkin / 2XL,Pumpkin / 3XL,Pumpkin / 4XL",Color,"Black,Navy,Violet,Neon Pink",MATCHED,6a52a727d7fb71589b01225e,"Funny Capybara Halloween Shirt, Too Chill to Be Spooky Tee, Too Round to Be Scary Ghost Shirt, Cute Fall Graphic T-Shirt, Animal Lover Gift",73205,29171886409931234808,Navy / L,2399,1279,29,-1255.01
